shoe_name,original_price,discounted_price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color_1,color_2,color_3,color_4,color_5
ULTRABOUNCE SHOES,7 999.00,,https://www.adidas.co.in/ultrabounce-shoes/ID2247.html,women,359,,ID2247,Running,89,88,52.0,,10,adidas,Blue Dawn S23 / Dash Grey S20 / Blue Fusion S23,Core Black / Core Black / Carbon,Core Black / Cloud White / Core Black,Cloud White / Cloud White / Crystal White,Almost Pink S22 / Cloud White / Crystal White
ULTRABOUNCE SHOES,7 999.00,,https://www.adidas.co.in/ultrabounce-shoes/ID2248.html,women,359,,ID2248,Running,89,88,52.0,,10,adidas,Blue Dawn S23 / Dash Grey S20 / Blue Fusion S23,Core Black / Core Black / Carbon,Core Black / Cloud White / Core Black,Cloud White / Cloud White / Crystal White,Almost Pink S22 / Cloud White / Crystal White
ADIFOM CLIMACOOL SHOES,11 999.00,,https://www.adidas.co.in/adifom-climacool-shoes/IF3899.html,men,158,,IF3899,Originals,91,88,51.0,,5,adidas,Lucid Blue / Core Black / Grey Six,Wonder Beige / Wonder Beige / Magic Beige,Better Scarlet / Better Scarlet / Red,Core Black / Core Black / Better Scarlet,Almost Pink S22 / Cloud White / Crystal White
ADIFOM CLIMACOOL SHOES,11 999.00,,https://www.adidas.co.in/adifom-climacool-shoes/IF3904.html,men,158,,IF3904,Originals,91,88,51.0,,5,adidas,Lucid Blue / Core Black / Grey Six,Wonder Beige / Wonder Beige / Magic Beige,Better Scarlet / Better Scarlet / Red,Core Black / Core Black / Better Scarlet,Wonder White F21 / Core Black / Better Scarlet
ADIFOM CLIMACOOL SHOES,11 999.00,,https://www.adidas.co.in/adifom-climacool-shoes/IF3906.html,men,158,,IF3906,Originals,91,88,51.0,,5,adidas,Lucid Blue / Core Black / Grey Six,Wonder Beige / Wonder Beige / Magic Beige,Better Scarlet / Better Scarlet / Red,Core Black / Core Black / Better Scarlet,Wonder White F21 / Core Black / Better Scarlet
ADIFOM CLIMACOOL SHOES,11 999.00,,https://www.adidas.co.in/adifom-climacool-shoes/IF3907.html,men,158,,IF3907,Originals,91,88,51.0,,5,adidas,Lucid Blue / Core Black / Grey Six,Wonder Beige / Wonder Beige / Magic Beige,Better Scarlet / Better Scarlet / Red,Core Black / Core Black / Better Scarlet,Wonder White F21 / Core Black / Better Scarlet
ADIFOM CLIMACOOL SHOES,11 999.00,,https://www.adidas.co.in/adifom-climacool-shoes/IF3909.html,men,158,,IF3909,Originals,91,88,51.0,,5,adidas,Lucid Blue / Core Black / Grey Six,Wonder Beige / Wonder Beige / Magic Beige,Better Scarlet / Better Scarlet / Red,Core Black / Core Black / Better Scarlet,Wonder White F21 / Core Black / Better Scarlet
ADILETTE AQUA SLIDES,1 999.00,,https://www.adidas.co.in/adilette-aqua-slides/IF7370.html,unisex,53,,IF7370,Sportswear,89,78,47.0,,4,adidas,Off White / Off White / Off White,Core Black / Core Black / Core Black,Olive Strata S23 / Olive Strata S23 / Olive Strata S23,Bright Royal / Bright Royal / Bright Royal,Wonder White F21 / Core Black / Better Scarlet
ADILETTE AQUA SLIDES,1 999.00,,https://www.adidas.co.in/adilette-aqua-slides/IF7371.html,unisex,53,,IF7371,Sportswear,89,78,47.0,,4,adidas,Off White / Off White / Off White,Core Black / Core Black / Core Black,Olive Strata S23 / Olive Strata S23 / Olive Strata S23,Bright Royal / Bright Royal / Bright Royal,
ADILETTE AQUA SLIDES,1 999.00,,https://www.adidas.co.in/adilette-aqua-slides/IF7372.html,unisex,53,,IF7372,Sportswear,89,78,47.0,,4,adidas,Off White / Off White / Off White,Core Black / Core Black / Core Black,Olive Strata S23 / Olive Strata S23 / Olive Strata S23,Bright Royal / Bright Royal / Bright Royal,
ADILETTE AQUA SLIDES,1 999.00,,https://www.adidas.co.in/adilette-aqua-slides/IF7375.html,unisex,53,,IF7375,Sportswear,89,78,47.0,,4,adidas,Off White / Off White / Off White,Core Black / Core Black / Core Black,Olive Strata S23 / Olive Strata S23 / Olive Strata S23,Bright Royal / Bright Royal / Bright Royal,
ADILETTE AQUA SLIDES,2 499.00,1 249.50,https://www.adidas.co.in/adilette-aqua-slides/EG1758.html,unisex,10625,,EG1758,Sportswear,85,76,41.0,,6,adidas,Core Black / Gold Metallic / Core Black,Dark Blue / Cloud White / Dark Blue,Core Black / Cloud White / Core Black,Solar Blue / Cloud White / Solar Blue,
ADILETTE AQUA SLIDES,2 499.00,1 249.50,https://www.adidas.co.in/adilette-aqua-slides/F35542.html,unisex,10625,,F35542,Sportswear,85,76,41.0,,6,adidas,Core Black / Gold Metallic / Core Black,Dark Blue / Cloud White / Dark Blue,Core Black / Cloud White / Core Black,Solar Blue / Cloud White / Solar Blue,Magic Grey / Magic Grey Met / Magic Grey
ADILETTE AQUA SLIDES,2 499.00,1 249.50,https://www.adidas.co.in/adilette-aqua-slides/F35543.html,unisex,10625,,F35543,Sportswear,85,76,41.0,,6,adidas,Core Black / Gold Metallic / Core Black,Dark Blue / Cloud White / Dark Blue,Core Black / Cloud White / Core Black,Solar Blue / Cloud White / Solar Blue,Magic Grey / Magic Grey Met / Magic Grey
ADILETTE AQUA SLIDES,2 499.00,1 249.50,https://www.adidas.co.in/adilette-aqua-slides/FY8047.html,unisex,10625,,FY8047,Sportswear,85,76,41.0,,6,adidas,Core Black / Gold Metallic / Core Black,Dark Blue / Cloud White / Dark Blue,Core Black / Cloud White / Core Black,Solar Blue / Cloud White / Solar Blue,Magic Grey / Magic Grey Met / Magic Grey
ADILETTE AQUA SLIDES,2 499.00,1 249.50,https://www.adidas.co.in/adilette-aqua-slides/GZ1153.html,unisex,10625,,GZ1153,Sportswear,85,76,41.0,,6,adidas,Core Black / Gold Metallic / Core Black,Dark Blue / Cloud White / Dark Blue,Core Black / Cloud White / Core Black,Solar Blue / Cloud White / Solar Blue,Magic Grey / Magic Grey Met / Magic Grey
ADILETTE AQUA SLIDES,2 499.00,1 249.50,https://www.adidas.co.in/adilette-aqua-slides/HP9391.html,unisex,10625,,HP9391,Sportswear,85,76,41.0,,6,adidas,Core Black / Gold Metallic / Core Black,Dark Blue / Cloud White / Dark Blue,Core Black / Cloud White / Core Black,Solar Blue / Cloud White / Solar Blue,Magic Grey / Magic Grey Met / Magic Grey
GLOSSATE FLIP FLOPS,1 799.00,1 169.50,https://www.adidas.co.in/glossate-flip-flops/GC0260.html,men,3,,GC0260,Sportswear,75,75,50.0,,3,adidas,Core Black / Dove Grey S20 / Semi Impact Orange F22,Dove Grey S20 / Grey Six / Active Gold,Tech Indigo / Blue Fusion S23,,Magic Grey / Magic Grey Met / Magic Grey
GLOSSATE FLIP FLOPS,1 799.00,1 169.50,https://www.adidas.co.in/glossate-flip-flops/GC0261.html,men,3,,GC0261,Sportswear,75,75,50.0,,3,adidas,Core Black / Dove Grey S20 / Semi Impact Orange F22,Dove Grey S20 / Grey Six / Active Gold,Tech Indigo / Blue Fusion S23,,
GLOSSATE FLIP FLOPS,1 799.00,1 169.50,https://www.adidas.co.in/glossate-flip-flops/GC0262.html,men,3,,GC0262,Sportswear,75,75,50.0,,3,adidas,Core Black / Dove Grey S20 / Semi Impact Orange F22,Dove Grey S20 / Grey Six / Active Gold,Tech Indigo / Blue Fusion S23,,
RAPIDMOVE TRAINER,8 599.00,,https://www.adidas.co.in/rapidmove-trainer/HP3293.html,women,48,,HP3293,Training,90,80,52.0,,3,adidas,Wonder Beige / Wonder Beige / Pink Fusion,Cloud White / Pulse Lime S22 / Lucid Lemon F23,Cloud White / Grey One / Solar Red,,
RAPIDMOVE TRAINER,8 599.00,,https://www.adidas.co.in/rapidmove-trainer/HP3294.html,women,48,,HP3294,Training,90,80,52.0,,3,adidas,Wonder Beige / Wonder Beige / Pink Fusion,Cloud White / Pulse Lime S22 / Lucid Lemon F23,Cloud White / Grey One / Solar Red,,
RAPIDMOVE TRAINER,8 599.00,,https://www.adidas.co.in/rapidmove-trainer/HP3295.html,women,48,,HP3295,Training,90,80,52.0,,3,adidas,Wonder Beige / Wonder Beige / Pink Fusion,Cloud White / Pulse Lime S22 / Lucid Lemon F23,Cloud White / Grey One / Solar Red,,
GALLIVANTOR SHOES,4 599.00,2 989.50,https://www.adidas.co.in/gallivantor-shoes/GA1113.html,men,77,,GA1113,Running,77,76,53.0,,2,adidas,Shadow Navy S22 / Altered Blue S22 / Acid Yellow S21 / Collegiate Navy,Mystery Blue / Cloud White / Sonic Ink F21 / Collegiate Navy,,,
GALLIVANTOR SHOES,4 599.00,2 989.50,https://www.adidas.co.in/gallivantor-shoes/GA1114.html,men,77,,GA1114,Running,77,76,53.0,,2,adidas,Shadow Navy S22 / Altered Blue S22 / Acid Yellow S21 / Collegiate Navy,Mystery Blue / Cloud White / Sonic Ink F21 / Collegiate Navy,,,
CRAZYFLIGHT SHOES,14 999.00,,https://www.adidas.co.in/crazyflight-shoes/HP3355.html,men,12,,HP3355,Training,93,85,47.0,,2,adidas,Cloud White / Core Black / Cloud White,Lucid Lemon / Core Black / Bright Royal,,,
CRAZYFLIGHT SHOES,14 999.00,,https://www.adidas.co.in/crazyflight-shoes/HP3356.html,men,12,,HP3356,Training,93,85,47.0,,2,adidas,Cloud White / Core Black / Cloud White,Lucid Lemon / Core Black / Bright Royal,,,
ALLTEAM SHOES,10 999.00,7 699.50,https://www.adidas.co.in/allteam-shoes/ID2127.html,unisex,,,ID2127,Nan,,,,,1,adidas,,,,,
ADI DASSLER ADIFOM TRXN,10 999.00,7 699.50,https://www.adidas.co.in/adi-dassler-adifom-trxn/IG7453.html,unisex,9,,IG7453,Originals,97,97,61.0,,1,adidas,,,,,
GLIMPH V2,4 299.00,3 009.50,https://www.adidas.co.in/glimph-v2/IQ8719.html,unisex,,,IQ8719,Nan,,,,,1,adidas,,,,,
GAZELLE BOLD SHOES,11 999.00,7 199.50,https://www.adidas.co.in/gazelle-bold-shoes/HQ6891.html,women,536,,HQ6891,Originals,92,85,53.0,,1,adidas,,,,,
ADIDAS AX2S HIKING SHOES,9 999.00,,https://www.adidas.co.in/adidas-ax2s-hiking-shoes/GX8464.html,men,76,,GX8464,TERREX,90,88,47.0,,2,adidas,Grey Six / Core Black / Grey Four,Focus Olive / Core Black / Mesa,,,
ADIDAS AX2S HIKING SHOES,9 999.00,,https://www.adidas.co.in/adidas-ax2s-hiking-shoes/GY8311.html,men,76,,GY8311,TERREX,90,88,47.0,,2,adidas,Grey Six / Core Black / Grey Four,Focus Olive / Core Black / Mesa,,,
NIZZA TREK SHOES,9 999.00,,https://www.adidas.co.in/nizza-trek-shoes/GZ8857.html,women,823,,GZ8857,Originals,93,91,57.0,,2,adidas,Core Black / Cloud White / Gum,Cloud White / Gum / Grey One,,,
NIZZA TREK SHOES,9 999.00,,https://www.adidas.co.in/nizza-trek-shoes/GZ8858.html,women,823,,GZ8858,Originals,93,91,57.0,,2,adidas,Core Black / Cloud White / Gum,Cloud White / Gum / Grey One,,,
OZELLE CLOUDFOAM LIFESTYLE RUNNING SHOES,9 999.00,6 999.50,https://www.adidas.co.in/ozelle-cloudfoam-lifestyle-running-shoes/GX1727.html,women,60,,GX1727,Sportswear,90,87,53.0,,3,adidas,Cloud White / Cloud White / Cloud White,Almost Pink / Crystal White / Pink Fusion,Carbon / Wonder Quartz S23 / Acid Orange S21,,
OZELLE CLOUDFOAM LIFESTYLE RUNNING SHOES,9 999.00,6 999.50,https://www.adidas.co.in/ozelle-cloudfoam-lifestyle-running-shoes/IF2876.html,women,60,,IF2876,Sportswear,90,87,53.0,,3,adidas,Cloud White / Cloud White / Cloud White,Almost Pink / Crystal White / Pink Fusion,Carbon / Wonder Quartz S23 / Acid Orange S21,,
OZELLE CLOUDFOAM LIFESTYLE RUNNING SHOES,9 999.00,6 999.50,https://www.adidas.co.in/ozelle-cloudfoam-lifestyle-running-shoes/IG9797.html,women,60,,IG9797,Sportswear,90,87,53.0,,3,adidas,Cloud White / Cloud White / Cloud White,Almost Pink / Crystal White / Pink Fusion,Carbon / Wonder Quartz S23 / Acid Orange S21,,
AVIATE FLIP-FLOPS,1 799.00,899.5,https://www.adidas.co.in/aviate-flip-flops/GA1012.html,men,71,,GA1012,Swim,83,81,48.0,,3,adidas,Collegiate Navy / Stone / Dove Grey S20 / Active Gold,Tech Onix / Core Black / Dove Grey / Cloud White,Focus Olive F21 / Orange Rush S22 / Pulse Mint S22 / Acid Yellow S21,,
AVIATE FLIP-FLOPS,1 799.00,899.5,https://www.adidas.co.in/aviate-flip-flops/GA1013.html,men,71,,GA1013,Swim,83,81,48.0,,3,adidas,Collegiate Navy / Stone / Dove Grey S20 / Active Gold,Tech Onix / Core Black / Dove Grey / Cloud White,Focus Olive F21 / Orange Rush S22 / Pulse Mint S22 / Acid Yellow S21,,
AVIATE FLIP-FLOPS,1 799.00,899.5,https://www.adidas.co.in/aviate-flip-flops/GA1014.html,men,71,,GA1014,Swim,83,81,48.0,,3,adidas,Collegiate Navy / Stone / Dove Grey S20 / Active Gold,Tech Onix / Core Black / Dove Grey / Cloud White,Focus Olive F21 / Orange Rush S22 / Pulse Mint S22 / Acid Yellow S21,,
SLALON SLIPPERS,1 799.00,1 169.50,https://www.adidas.co.in/slalon-slippers/GA1035.html,men,75,,GA1035,Swim,74,65,44.0,,2,adidas,Core Black / Bright Yellow,Core Black / Stone,,,
SLALON SLIPPERS,1 799.00,1 169.50,https://www.adidas.co.in/slalon-slippers/GA1038.html,men,75,,GA1038,Swim,74,65,44.0,,2,adidas,Core Black / Bright Yellow,Core Black / Stone,,,
CLOUDFOAM SHOWER SLIDES,1 799.00,1 169.50,https://www.adidas.co.in/cloudfoam-shower-slides/EY3075.html,men,65,,EY3075,Swim,78,75,51.0,,2,adidas,Grey Six / Tech Onix / Stone / Core Black,Stone / Mint Ton / Tech Indigo / Orbit Indigo F21,,,
CLOUDFOAM SHOWER SLIDES,1 799.00,1 169.50,https://www.adidas.co.in/cloudfoam-shower-slides/EY3077.html,men,65,,EY3077,Swim,78,75,51.0,,2,adidas,Grey Six / Tech Onix / Stone / Core Black,Stone / Mint Ton / Tech Indigo / Orbit Indigo F21,,,
AZUREWALK SHOES,4 599.00,3 219.50,https://www.adidas.co.in/azurewalk-shoes/IQ8858.html,women,3,,IQ8858,Running,91,91,50.0,,1,adidas,,,,,
FORUM 84 LOW AEC SHOES,14 999.00,,https://www.adidas.co.in/forum-84-low-aec-shoes/HP9542.html,men,61,,HP9542,Originals,80,75,54.0,,2,adidas,Cloud White / Collegiate Purple / Cloud White,Cloud White / Core Black / Cloud White,,,
FORUM 84 LOW AEC SHOES,14 999.00,,https://www.adidas.co.in/forum-84-low-aec-shoes/HP9543.html,men,61,,HP9543,Originals,80,75,54.0,,2,adidas,Cloud White / Collegiate Purple / Cloud White,Cloud White / Core Black / Cloud White,,,
FLAASH RUN M,4 999.00,,https://www.adidas.co.in/flaash-run-m/IQ9002.html,men,2,,IQ9002,Running,100,100,75.0,,3,adidas,Tech Indigo / Stone / Lucid Lime / Collegiate Navy,Fango / Core Black / Preloved Yellow,Medium Lead / Grey Six / Impact Yellow,,
FLAASH RUN M,4 999.00,,https://www.adidas.co.in/flaash-run-m/IQ9004.html,men,2,,IQ9004,Running,100,100,75.0,,3,adidas,Tech Indigo / Stone / Lucid Lime / Collegiate Navy,Fango / Core Black / Preloved Yellow,Medium Lead / Grey Six / Impact Yellow,,
FLAASH RUN M,4 999.00,,https://www.adidas.co.in/flaash-run-m/IQ9005.html,men,2,,IQ9005,Running,100,100,75.0,,3,adidas,Tech Indigo / Stone / Lucid Lime / Collegiate Navy,Fango / Core Black / Preloved Yellow,Medium Lead / Grey Six / Impact Yellow,,
RAYGUN SHOES,3 799.00,2 469.50,https://www.adidas.co.in/raygun-shoes/GC0999.html,men,6,,GC0999,Running,70,83,41.0,,3,adidas,Core Black / Dove Grey S20 / Court Green S23,Collegiate Navy / Stone / Blue Fusion S23,Grey Six / Core Black / Impact Yellow F22,,
RAYGUN SHOES,3 799.00,2 469.50,https://www.adidas.co.in/raygun-shoes/GC1000.html,men,6,,GC1000,Running,70,83,41.0,,3,adidas,Core Black / Dove Grey S20 / Court Green S23,Collegiate Navy / Stone / Blue Fusion S23,Grey Six / Core Black / Impact Yellow F22,,
RAYGUN SHOES,3 799.00,2 469.50,https://www.adidas.co.in/raygun-shoes/GC1001.html,men,6,,GC1001,Running,70,83,41.0,,3,adidas,Core Black / Dove Grey S20 / Court Green S23,Collegiate Navy / Stone / Blue Fusion S23,Grey Six / Core Black / Impact Yellow F22,,
COURTPOINT X SHOES,5 599.00,,https://www.adidas.co.in/courtpoint-x-shoes/IE3443.html,women,131,,IE3443,Sportswear,84,75,41.0,,2,adidas,Cloud White / Cloud White / Grey Two,Core Black / Core Black / Grey Six,,,
COURTPOINT X SHOES,5 599.00,,https://www.adidas.co.in/courtpoint-x-shoes/IE3444.html,women,131,,IE3444,Sportswear,84,75,41.0,,2,adidas,Cloud White / Cloud White / Grey Two,Core Black / Core Black / Grey Six,,,
WIDEWALK SHOES,3 599.00,2 339.50,https://www.adidas.co.in/widewalk-shoes/GB2355.html,men,18,,GB2355,Walking,81,77,44.0,,4,adidas,Tech Indigo / Magic Grey Met. / Impact Yellow F22 / Cloud White,Blue Oxide S21 / Semi Impact Orange F22 / Cloud White,Dove Grey S20 / Wonder Steel F22 / Stone,Core Black / Pulse Blue / Pulse Olive F22,
WIDEWALK SHOES,3 599.00,2 339.50,https://www.adidas.co.in/widewalk-shoes/GB2356.html,men,18,,GB2356,Walking,81,77,44.0,,4,adidas,Tech Indigo / Magic Grey Met. / Impact Yellow F22 / Cloud White,Blue Oxide S21 / Semi Impact Orange F22 / Cloud White,Dove Grey S20 / Wonder Steel F22 / Stone,Core Black / Pulse Blue / Pulse Olive F22,
WIDEWALK SHOES,3 599.00,2 339.50,https://www.adidas.co.in/widewalk-shoes/GB2357.html,men,18,,GB2357,Walking,81,77,44.0,,4,adidas,Tech Indigo / Magic Grey Met. / Impact Yellow F22 / Cloud White,Blue Oxide S21 / Semi Impact Orange F22 / Cloud White,Dove Grey S20 / Wonder Steel F22 / Stone,Core Black / Pulse Blue / Pulse Olive F22,
WIDEWALK SHOES,3 599.00,2 339.50,https://www.adidas.co.in/widewalk-shoes/GB2358.html,men,18,,GB2358,Walking,81,77,44.0,,4,adidas,Tech Indigo / Magic Grey Met. / Impact Yellow F22 / Cloud White,Blue Oxide S21 / Semi Impact Orange F22 / Cloud White,Dove Grey S20 / Wonder Steel F22 / Stone,Core Black / Pulse Blue / Pulse Olive F22,
FALCON SHOES,9 999.00,5 999.50,https://www.adidas.co.in/falcon-shoes/IE0571.html,unisex,11,,IE0571,Originals,95,90,54.0,,8,adidas,Core Black / Green / Grey Two,Crystal White / Almost Yellow / Almost Pink,Putty Mauve S24 / Wonder Taupe S23 / Off White,Preloved Fig S24 / Shadow Violet F23 / Off White,
FALCON SHOES,9 999.00,5 999.50,https://www.adidas.co.in/falcon-shoes/IE0592.html,unisex,11,,IE0592,Originals,95,90,54.0,,8,adidas,Core Black / Green / Grey Two,Crystal White / Almost Yellow / Almost Pink,Putty Mauve S24 / Wonder Taupe S23 / Off White,Preloved Fig S24 / Shadow Violet F23 / Off White,
FALCON SHOES,9 999.00,5 999.50,https://www.adidas.co.in/falcon-shoes/IE8203.html,unisex,11,,IE8203,Originals,95,90,54.0,,8,adidas,Core Black / Green / Grey Two,Crystal White / Almost Yellow / Almost Pink,Putty Mauve S24 / Wonder Taupe S23 / Off White,Preloved Fig S24 / Shadow Violet F23 / Off White,
FALCON SHOES,9 999.00,5 999.50,https://www.adidas.co.in/falcon-shoes/IE8204.html,unisex,11,,IE8204,Originals,95,90,54.0,,8,adidas,Core Black / Green / Grey Two,Crystal White / Almost Yellow / Almost Pink,Putty Mauve S24 / Wonder Taupe S23 / Off White,Preloved Fig S24 / Shadow Violet F23 / Off White,
FALCON SHOES,9 999.00,5 999.50,https://www.adidas.co.in/falcon-shoes/IG5732.html,unisex,11,,IG5732,Originals,95,90,54.0,,8,adidas,Core Black / Green / Grey Two,Crystal White / Almost Yellow / Almost Pink,Putty Mauve S24 / Wonder Taupe S23 / Off White,Preloved Fig S24 / Shadow Violet F23 / Off White,
FALCON SHOES,9 999.00,5 999.50,https://www.adidas.co.in/falcon-shoes/IG8301.html,unisex,11,,IG8301,Originals,95,90,54.0,,8,adidas,Core Black / Green / Grey Two,Crystal White / Almost Yellow / Almost Pink,Putty Mauve S24 / Wonder Taupe S23 / Off White,Preloved Fig S24 / Shadow Violet F23 / Off White,
FALCON SHOES,9 999.00,5 999.50,https://www.adidas.co.in/falcon-shoes/IG8302.html,unisex,11,,IG8302,Originals,95,90,54.0,,8,adidas,Core Black / Green / Grey Two,Crystal White / Almost Yellow / Almost Pink,Putty Mauve S24 / Wonder Taupe S23 / Off White,Preloved Fig S24 / Shadow Violet F23 / Off White,
FALCON SHOES,9 999.00,5 999.50,https://www.adidas.co.in/falcon-shoes/IG8303.html,unisex,11,,IG8303,Originals,95,90,54.0,,8,adidas,Core Black / Green / Grey Two,Crystal White / Almost Yellow / Almost Pink,Putty Mauve S24 / Wonder Taupe S23 / Off White,Preloved Fig S24 / Shadow Violet F23 / Off White,
BREAKNET 2.0 SHOES,5 999.00,,https://www.adidas.co.in/breaknet-2.0-shoes/ID7119.html,women,35,,ID7119,Sportswear,78,70,52.0,,3,adidas,Wonder Blue / Chalk White / Blue Dawn,Wonder Blue / Chalk White / Blue Dawn,Wonder Blue / Chalk White / Blue Dawn,,
COURTFLASH SPEED TENNIS SHOES,7 599.00,4 939.50,https://www.adidas.co.in/courtflash-speed-tennis-shoes/IG9537.html,men,75,,IG9537,Tennis,78,66,30.0,,1,adidas,,,,,Cloud White / Cloud White / Grey One
SWITCH MOVE RUNNING SHOES,5 999.00,,https://www.adidas.co.in/switch-move-running-shoes/ID5254.html,unisex,,,ID5254,Nan,,,,,2,adidas,Crystal White / Silver Dawn S23 / Lucid Lemon F23,Shadow Navy S22 / Silver Metallic / Crew Blue S21,,,Cloud White / Cloud White / Grey One
SWITCH MOVE RUNNING SHOES,5 999.00,,https://www.adidas.co.in/switch-move-running-shoes/ID5255.html,unisex,,,ID5255,Nan,,,,,2,adidas,Crystal White / Silver Dawn S23 / Lucid Lemon F23,Shadow Navy S22 / Silver Metallic / Crew Blue S21,,,Cloud White / Cloud White / Grey One
ULTRABOOST 1.0 SHOES,17 999.00,,https://www.adidas.co.in/ultraboost-1.0-shoes/GY7479.html,men,260,,GY7479,Sportswear,89,85,48.0,,5,adidas,Light Solid Grey / Light Solid Grey / Bold Gold,Core Black / Core Black / Beam Green,Core Black / Core Black / Beam Green,Cloud White / Cloud White / Cloud White,Cloud White / Cloud White / Grey One
ULTRABOOST 1.0 SHOES,17 999.00,,https://www.adidas.co.in/ultraboost-1.0-shoes/HQ4199.html,men,260,,HQ4199,Sportswear,89,85,48.0,,5,adidas,Light Solid Grey / Light Solid Grey / Bold Gold,Core Black / Core Black / Beam Green,Core Black / Core Black / Beam Green,Cloud White / Cloud White / Cloud White,Cloud White / Cloud White / Grey One
ULTRABOOST 1.0 SHOES,17 999.00,,https://www.adidas.co.in/ultraboost-1.0-shoes/HQ4201.html,men,260,,HQ4201,Sportswear,89,85,48.0,,5,adidas,Light Solid Grey / Light Solid Grey / Bold Gold,Core Black / Core Black / Beam Green,Core Black / Core Black / Beam Green,Cloud White / Cloud White / Cloud White,Cloud White / Cloud White / Grey One
ULTRABOOST 1.0 SHOES,17 999.00,,https://www.adidas.co.in/ultraboost-1.0-shoes/HQ4202.html,men,260,,HQ4202,Sportswear,89,85,48.0,,5,adidas,Light Solid Grey / Light Solid Grey / Bold Gold,Core Black / Core Black / Beam Green,Core Black / Core Black / Beam Green,Cloud White / Cloud White / Cloud White,Cloud White / Cloud White / Grey One
ULTRABOOST 1.0 SHOES,17 999.00,,https://www.adidas.co.in/ultraboost-1.0-shoes/ID5879.html,men,260,,ID5879,Sportswear,89,85,48.0,,5,adidas,Light Solid Grey / Light Solid Grey / Bold Gold,Core Black / Core Black / Beam Green,Core Black / Core Black / Beam Green,Cloud White / Cloud White / Cloud White,Cloud White / Cloud White / Grey One
PUREBOOST 23 SHOES,12 999.00,,https://www.adidas.co.in/pureboost-23-shoes/IF1550.html,men,229,,IF1550,Running,84,81,48.0,,7,adidas,Green Spark S24 / Iron Metallic / Putty Grey S24,Legend Ink / Cloud White / Core Black,Cloud White / Cloud White / Core Black,Core Black / Core Black / Carbon,
PUREBOOST 23 SHOES,12 999.00,,https://www.adidas.co.in/pureboost-23-shoes/IF2373.html,men,229,,IF2373,Running,84,81,48.0,,7,adidas,Green Spark S24 / Iron Metallic / Putty Grey S24,Legend Ink / Cloud White / Core Black,Cloud White / Cloud White / Core Black,Core Black / Core Black / Carbon,
PUREBOOST 23 SHOES,12 999.00,,https://www.adidas.co.in/pureboost-23-shoes/IF2374.html,men,229,,IF2374,Running,84,81,48.0,,7,adidas,Green Spark S24 / Iron Metallic / Putty Grey S24,Legend Ink / Cloud White / Core Black,Cloud White / Cloud White / Core Black,Core Black / Core Black / Carbon,
PUREBOOST 23 SHOES,12 999.00,,https://www.adidas.co.in/pureboost-23-shoes/IF2375.html,men,229,,IF2375,Running,84,81,48.0,,7,adidas,Green Spark S24 / Iron Metallic / Putty Grey S24,Legend Ink / Cloud White / Core Black,Cloud White / Cloud White / Core Black,Core Black / Core Black / Carbon,
PUREBOOST 23 SHOES,12 999.00,,https://www.adidas.co.in/pureboost-23-shoes/IF2376.html,men,229,,IF2376,Running,84,81,48.0,,7,adidas,Green Spark S24 / Iron Metallic / Putty Grey S24,Legend Ink / Cloud White / Core Black,Cloud White / Cloud White / Core Black,Core Black / Core Black / Carbon,Cloud White / Core Black / Better Scarlet S23
PUREBOOST 23 SHOES,12 999.00,,https://www.adidas.co.in/pureboost-23-shoes/IF2377.html,men,229,,IF2377,Running,84,81,48.0,,7,adidas,Green Spark S24 / Iron Metallic / Putty Grey S24,Legend Ink / Cloud White / Core Black,Cloud White / Cloud White / Core Black,Core Black / Core Black / Carbon,Cloud White / Core Black / Better Scarlet S23
PUREBOOST 23 SHOES,12 999.00,,https://www.adidas.co.in/pureboost-23-shoes/IF2379.html,men,229,,IF2379,Running,84,81,48.0,,7,adidas,Green Spark S24 / Iron Metallic / Putty Grey S24,Legend Ink / Cloud White / Core Black,Cloud White / Cloud White / Core Black,Core Black / Core Black / Carbon,Cloud White / Core Black / Better Scarlet S23
ENRY FLUX M,4 799.00,3 119.50,https://www.adidas.co.in/enry-flux-m/IQ8916.html,men,24,,IQ8916,Running,82,69,44.0,,3,adidas,Silver Green S23 / Stone / Grey Six / Preloved Yellow F23,Night Sky / Dove Grey S20 / Blue Fusion S23 / Collegiate Navy,Core Black / Magic Beige F22,,Cloud White / Core Black / Better Scarlet S23
ENRY FLUX M,4 799.00,3 119.50,https://www.adidas.co.in/enry-flux-m/IQ8918.html,men,24,,IQ8918,Running,82,69,44.0,,3,adidas,Silver Green S23 / Stone / Grey Six / Preloved Yellow F23,Night Sky / Dove Grey S20 / Blue Fusion S23 / Collegiate Navy,Core Black / Magic Beige F22,,Cloud White / Core Black / Better Scarlet S23
ENRY FLUX M,4 799.00,3 119.50,https://www.adidas.co.in/enry-flux-m/IQ8919.html,men,24,,IQ8919,Running,82,69,44.0,,3,adidas,Silver Green S23 / Stone / Grey Six / Preloved Yellow F23,Night Sky / Dove Grey S20 / Blue Fusion S23 / Collegiate Navy,Core Black / Magic Beige F22,,
ADIRON SHOES,5 999.00,3 899.50,https://www.adidas.co.in/adiron-shoes/GB2555.html,men,11,,GB2555,Running,79,79,47.0,,2,adidas,Shadow Olive S22 / Core Black / Magic Beige F22,Tech Indigo / Stone / Pulse Blue,,,
