shoe_name,original_price,discounted_price,url,category,review_count,star,product_code,shoe_type,durability,comfort,size,size_count,color_count,brand,color 1,color 2,color 3,color 4,color 5,0,1,2,3,4
Columbia Men Grey Facet 75 Outdry (Complete Waterproof),"15,999",,https://columbiasportswear.co.in/columbia-men-grey-facet-75-outdry-bm8538-033,Men,0.0,0.0,BM8538-033,,,,,5.0,2.0,columbia,"Nori, Black","Ti Grey Steel, Spicy",,,,,,,,
Columbia Men Green FACET 75 OUTDRY (Complete Waterproof),"15,999",,https://columbiasportswear.co.in/columbia-men-grey-facet-75-outdry-bm8538-033,Men,0.0,0.0,BM8538-383,,,,,5.0,2.0,columbia,"Nori, Black","Ti Grey Steel, Spicy",,,,,,,,
Columbia Men Grey Facet 75 Outdry (Complete Waterproof),"15,999",,https://columbiasportswear.co.in/columbia-men-grey-facet-75-outdry-bm8538-033,Men,0.0,0.0,BM8538-033,,,,,5.0,2.0,columbia,"Nori, Black","Ti Grey Steel, Spicy",,,,,,,,
Columbia Men Black Facet 75 Mid Outdry (Complete Waterproof),"16,999",,https://columbiasportswear.co.in/columbia-men-green-facet-75-mid-outdry-bm7615-383,Men,0.0,0.0,BM7615-010,,,,,5.0,2.0,columbia,"Black, Light Sand","Nori, Golden Yellow",,,,,,,,
Columbia Men Green Facet 75 Mid Outdry (Complete Waterproof),"16,999",,https://columbiasportswear.co.in/columbia-men-green-facet-75-mid-outdry-bm7615-383,Men,0.0,0.0,BM7615-383,,,,,6.0,2.0,columbia,"Black, Light Sand","Nori, Golden Yellow",,,,,,,,
Columbia Men Grey Plateau Water Resistant Shoes,"8,999",,https://columbiasportswear.co.in/men/footwear-men/columbia-men-grey-plateau-waterproof-bm7516-088,Men,0.0,0.0,BM7516-088,,,,,6.0,0.0,columbia,,,,,,,,,,
Columbia Men Black HATANA MAX OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/columbia-men-black-hatana-max-outdry-bm0659-010,Men,1.0,5.0,BM0659-013,,,,,0.0,3.0,columbia,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men GREEN HATANA MAX OUTDRY,"10,999",,https://columbiasportswear.co.in/columbia-men-black-hatana-max-outdry-bm0659-010,Men,0.0,0.0,BM0659-317,,,,,7.0,3.0,columbia,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men Black HATANA MAX OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/columbia-men-black-hatana-max-outdry-bm0659-010,Men,0.0,0.0,BM0659-010,,,,,5.0,3.0,columbia,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men Black PEAKFREAK II OUTDRY (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/columbia-men-brown-peakfreak-ii-outdry-bm5953-247,Men,31.0,5.0,BM5953-012,,,,,6.0,2.0,columbia,"Black, White","Canvas Tan, Black",,,,,,,,
Columbia Men Brown Peakfreak II Outdry (Complete Waterproof),"10,999",,https://columbiasportswear.co.in/columbia-men-brown-peakfreak-ii-outdry-bm5953-247,Men,21.0,5.0,BM5953-247,,,,,7.0,2.0,columbia,"Black, White","Canvas Tan, Black",,,,,,,,
Columbia Men Blue FIRECAMP BOOT Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/firecamp-boot-bm1766-397,Men,0.0,0.0,BM1766-464,,,,,5.0,2.0,columbia,"Collegiate Navy, Bright Copper","Stone Green, Black",,,,,,,,
Columbia Men Green FIRECAMP BOOT Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/firecamp-boot-bm1766-397,Men,0.0,0.0,BM1766-397,,,,,0.0,2.0,columbia,"Collegiate Navy, Bright Copper","Stone Green, Black",,,,,,,,
Columbia Men Black CRESTWOOD MID Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,60.0,4.0,BM5371-014,,,,,0.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Grey CRESTWOOD MID Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,60.0,4.0,BM5371-020,,,,,5.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Brown CRESTWOOD MID Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,58.0,4.0,BM5371-231,,,,,5.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Green Crestwood Mid Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,30.0,4.0,BM5371-384,,,,,7.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Blue Crestwood Mid Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,30.0,4.0,BM5371-468,,,,,7.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Green EXPEDITIONIST PROTECT OMNI-HEAT Water Resistant Shoes,"12,999",,https://columbiasportswear.co.in/men/footwear-men/columbia-men-green-expeditionist-protect-omni-heat-bm8287-339,Men,0.0,0.0,BM8287-339,,,,,6.0,0.0,columbia,,,,,,,,,,
Columbia Men Black CRESTWOOD MID Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,60.0,4.0,BM5371-014,,,,,0.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Grey CRESTWOOD MID Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,60.0,4.0,BM5371-020,,,,,5.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Brown CRESTWOOD MID Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,58.0,4.0,BM5371-231,,,,,5.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Green Crestwood Mid Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,30.0,4.0,BM5371-384,,,,,7.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Blue Crestwood Mid Water Resistant Shoes,"9,999",,https://columbiasportswear.co.in/columbia-men-blue-crestwood-mid-waterproof-bm5371-468,Men,30.0,4.0,BM5371-468,,,,,7.0,5.0,columbia,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Black FAIRBANKS OMNI-HEAT,"10,999",,https://columbiasportswear.co.in/columbia-men-blue-fairbanks-omni-heat-bm2806-439,Men,0.0,0.0,BM2806-013,,,,,6.0,2.0,columbia,"Black, Cordovan","Abyss, Dark Adobe",,,,,,,,
Columbia Men Blue FAIRBANKS OMNI-HEAT,"10,999",,https://columbiasportswear.co.in/columbia-men-blue-fairbanks-omni-heat-bm2806-439,Men,0.0,0.0,BM2806-439,,,,,6.0,2.0,columbia,"Black, Cordovan","Abyss, Dark Adobe",,,,,,,,
Columbia Men Black TRAILSTORM PEAK MID,"10,399","12,999",https://columbiasportswear.co.in/trailstorm-peak-mid-bm5578-231,Men,32.0,5.0,BM5578-005,,,,,5.0,2.0,columbia,"Kettle, Black","Cordovan, Black",,,,,,,,
Columbia Men Brown TRAILSTORM PEAK MID,"10,399","12,999",https://columbiasportswear.co.in/trailstorm-peak-mid-bm5578-231,Men,31.0,5.0,BM5578-231,,,,,6.0,2.0,columbia,"Kettle, Black","Cordovan, Black",,,,,,,,
