shoe_name,category,original_price,discounted_price,color_count,review_count,website,star_count,size_count,product_code,comfort,durability,color 1,color 2,color 3,color 4,color 5,0,1,2,3,4
Columbia Men Brown REDMOND V2 Water Resistant Shoes,Men,"7,999",,1.0,0.0,Columbia Sportswear,0.0,6.0,BM0834-255,,,"Mud, Dark Adobe",,,,,,,,,
Columbia Men BLACK Montrail Trinity Fkt,Men,"13,999",,2.0,5.0,Columbia Sportswear,5.0,5.0,BM6578-010,,,"Black, White","Ocean Blue, Collegiate Navy",,,,,,,,
Columbia Men BLUE Montrail Trinity Fkt,Men,"13,999",,2.0,5.0,Columbia Sportswear,5.0,5.0,BM6578-417,,,"Black, White","Ocean Blue, Collegiate Navy",,,,,,,,
Columbia Men Green FACET 75 OUTDRY (Complete Waterproof),Men,"15,999",,2.0,0.0,Columbia Sportswear,0.0,5.0,BM8538-383,,,"Nori, Black","Ti Grey Steel, Spicy",,,,,,,,
Columbia Men Grey Facet 75 Outdry (Complete Waterproof),Men,"15,999",,2.0,0.0,Columbia Sportswear,0.0,5.0,BM8538-033,,,"Nori, Black","Ti Grey Steel, Spicy",,,,,,,,
Columbia Men Green FACET 75 OUTDRY (Complete Waterproof),Men,"15,999",,2.0,0.0,Columbia Sportswear,0.0,5.0,BM8538-383,,,"Nori, Black","Ti Grey Steel, Spicy",,,,,,,,
Columbia Men Grey Facet 75 Outdry (Complete Waterproof),Men,"15,999",,2.0,0.0,Columbia Sportswear,0.0,5.0,BM8538-033,,,"Nori, Black","Ti Grey Steel, Spicy",,,,,,,,
Columbia Men Black Facet 75 Mid Outdry (Complete Waterproof),Men,"16,999",,2.0,0.0,Columbia Sportswear,0.0,5.0,BM7615-010,,,"Black, Light Sand","Nori, Golden Yellow",,,,,,,,
Columbia Men Green Facet 75 Mid Outdry (Complete Waterproof),Men,"16,999",,2.0,0.0,Columbia Sportswear,0.0,6.0,BM7615-383,,,"Black, Light Sand","Nori, Golden Yellow",,,,,,,,
Columbia Men Grey Plateau Water Resistant Shoes,Men,"8,999",,0.0,0.0,Columbia Sportswear,0.0,6.0,BM7516-088,,,,,,,,,,,,
Columbia Men Black HATANA MAX OUTDRY (Complete Waterproof),Men,"10,999",,3.0,1.0,Columbia Sportswear,5.0,0.0,BM0659-013,,,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men GREEN HATANA MAX OUTDRY,Men,"10,999",,3.0,0.0,Columbia Sportswear,0.0,7.0,BM0659-317,,,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men Black HATANA MAX OUTDRY (Complete Waterproof),Men,"10,999",,3.0,0.0,Columbia Sportswear,0.0,5.0,BM0659-010,,,"Black, Compass Blue","Deep Water, Spark","Black, White",,,,,,,
Columbia Men Black PEAKFREAK II OUTDRY (Complete Waterproof),Men,"10,999",,2.0,31.0,Columbia Sportswear,5.0,6.0,BM5953-012,,,"Black, White","Canvas Tan, Black",,,,,,,,
Columbia Men Brown Peakfreak II Outdry (Complete Waterproof),Men,"10,999",,2.0,21.0,Columbia Sportswear,5.0,7.0,BM5953-247,,,"Black, White","Canvas Tan, Black",,,,,,,,
Columbia Men Blue FIRECAMP BOOT Water Resistant Shoes,Men,"9,999",,2.0,0.0,Columbia Sportswear,0.0,5.0,BM1766-464,,,"Collegiate Navy, Bright Copper","Stone Green, Black",,,,,,,,
Columbia Men Green FIRECAMP BOOT Water Resistant Shoes,Men,"9,999",,2.0,0.0,Columbia Sportswear,0.0,0.0,BM1766-397,,,"Collegiate Navy, Bright Copper","Stone Green, Black",,,,,,,,
Columbia Men Black CRESTWOOD MID Water Resistant Shoes,Men,"9,999",,5.0,60.0,Columbia Sportswear,4.0,0.0,BM5371-014,,,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Grey CRESTWOOD MID Water Resistant Shoes,Men,"9,999",,5.0,60.0,Columbia Sportswear,4.0,5.0,BM5371-020,,,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Brown CRESTWOOD MID Water Resistant Shoes,Men,"9,999",,5.0,58.0,Columbia Sportswear,4.0,5.0,BM5371-231,,,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Green Crestwood Mid Water Resistant Shoes,Men,"9,999",,5.0,30.0,Columbia Sportswear,4.0,7.0,BM5371-384,,,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Blue Crestwood Mid Water Resistant Shoes,Men,"9,999",,5.0,30.0,Columbia Sportswear,4.0,7.0,BM5371-468,,,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Green EXPEDITIONIST PROTECT OMNI-HEAT Water Resistant Shoes,Men,"12,999",,0.0,0.0,Columbia Sportswear,0.0,6.0,BM8287-339,,,,,,,,,,,,
Columbia Men Black CRESTWOOD MID Water Resistant Shoes,Men,"9,999",,5.0,60.0,Columbia Sportswear,4.0,0.0,BM5371-014,,,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Grey CRESTWOOD MID Water Resistant Shoes,Men,"9,999",,5.0,60.0,Columbia Sportswear,4.0,5.0,BM5371-020,,,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Brown CRESTWOOD MID Water Resistant Shoes,Men,"9,999",,5.0,58.0,Columbia Sportswear,4.0,5.0,BM5371-231,,,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Green Crestwood Mid Water Resistant Shoes,Men,"9,999",,5.0,30.0,Columbia Sportswear,4.0,7.0,BM5371-384,,,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Blue Crestwood Mid Water Resistant Shoes,Men,"9,999",,5.0,30.0,Columbia Sportswear,4.0,7.0,BM5371-468,,,"Black, Charcoal","Light Cloud, Sea Salt","Cordovan, Squash","Nori, Black","Collegiate Navy, Black",,,,,
Columbia Men Black FAIRBANKS OMNI-HEAT,Men,"10,999",,2.0,0.0,Columbia Sportswear,0.0,6.0,BM2806-013,,,"Black, Cordovan","Abyss, Dark Adobe",,,,,,,,
Columbia Men Blue FAIRBANKS OMNI-HEAT,Men,"10,999",,2.0,0.0,Columbia Sportswear,0.0,6.0,BM2806-439,,,"Black, Cordovan","Abyss, Dark Adobe",,,,,,,,
Columbia Men Black TRAILSTORM PEAK MID,Men,"10,399","12,999",2.0,32.0,Columbia Sportswear,5.0,5.0,BM5578-005,,,"Kettle, Black","Cordovan, Black",,,,,,,,
Columbia Men Brown TRAILSTORM PEAK MID,Men,"10,399","12,999",2.0,31.0,Columbia Sportswear,5.0,6.0,BM5578-231,,,"Kettle, Black","Cordovan, Black",,,,,,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black SH/FT OUTDRY MID (Complete Waterproof)', 'category': 'Women', 'original_price': '9,799', 'discounted_price': '13,999', 'color_count': 0, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 4, 'product_code': 'BL1020-012', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'NaN', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black TRAILSTORM PEAK MID', 'category': 'Women', 'original_price': '10,399', 'discounted_price': '12,999', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL5578-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Dark Grey', 'color 2': 'Graphite, Icy Morn', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey TRAILSTORM PEAK MID', 'category': 'Women', 'original_price': '10,399', 'discounted_price': '12,999', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL5578-053', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Dark Grey', 'color 2': 'Graphite, Icy Morn', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black TRAILSTORM PEAK MID', 'category': 'Women', 'original_price': '10,399', 'discounted_price': '12,999', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL5578-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Dark Grey', 'color 2': 'Graphite, Icy Morn', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey TRAILSTORM PEAK MID', 'category': 'Women', 'original_price': '10,399', 'discounted_price': '12,999', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL5578-053', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Dark Grey', 'color 2': 'Graphite, Icy Morn', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Blue TRAILSTORM BEYOND', 'category': 'Women', 'original_price': '5,599', 'discounted_price': '6,999', 'color_count': 0, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL0354-439', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'NaN', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Green COLUMBIA VENT AERO', 'category': 'Women', 'original_price': '6,299', 'discounted_price': '8,999', 'color_count': 2, 'review_count': '41', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0159-329', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Icy Morn, Black', 'color 2': 'Black, Velvet Cove', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Black COLUMBIA VENT AERO', 'category': 'Women', 'original_price': '6,299', 'discounted_price': '8,999', 'color_count': 2, 'review_count': '41', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0159-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Icy Morn, Black', 'color 2': 'Black, Velvet Cove', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Green COLUMBIA VENT AERO', 'category': 'Women', 'original_price': '6,299', 'discounted_price': '8,999', 'color_count': 2, 'review_count': '41', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0159-329', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Icy Morn, Black', 'color 2': 'Black, Velvet Cove', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Black COLUMBIA VENT AERO', 'category': 'Women', 'original_price': '6,299', 'discounted_price': '8,999', 'color_count': 2, 'review_count': '41', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0159-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Icy Morn, Black', 'color 2': 'Black, Velvet Cove', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black MINX SLIP IV Water Resistant Shoes', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL9797-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Graphite', 'color 2': 'Sea Salt, Light Cloud', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women White MINX SLIP IV Water Resistant Shoes', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL9797-125', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, Graphite', 'color 2': 'Sea Salt, Light Cloud', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women PURPLE Thrive Revive', 'category': 'Women', 'original_price': '5,399', 'discounted_price': '5,999', 'color_count': 0, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL8043-535', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'NaN', 'color 2': 'NaN', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black HATANA MAX OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '39', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-012', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey HATANA MAX OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '29', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-089', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Black Hatana Max Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '29', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Brown Hatana Max Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '35', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-271', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}",
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black PEAKFREAK II OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '32', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL5953-012', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Monument, Wild Fuchsia', 'color 3': 'Kettle, Black', 'color 4': 'Dark Sapphire, Key West', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey PEAKFREAK II OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL5953-036', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Monument, Wild Fuchsia', 'color 3': 'Kettle, Black', 'color 4': 'Dark Sapphire, Key West', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Black Peakfreak II Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL5953-005', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Monument, Wild Fuchsia', 'color 3': 'Kettle, Black', 'color 4': 'Dark Sapphire, Key West', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Blue Peakfreak II Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '8,999', 'discounted_price': '9,999', 'color_count': 4, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL5953-471', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Monument, Wild Fuchsia', 'color 3': 'Kettle, Black', 'color 4': 'Dark Sapphire, Key West', 'color 5': 'NaN'}",
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women GREY Hatana Breathe', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL7444-020', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Light Cloud, Sea Wave', 'color 2': 'Steam, Peach', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women GREY Hatana Breathe', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL7444-086', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Light Cloud, Sea Wave', 'color 2': 'Steam, Peach', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women BROWN Plateau Venture', 'category': 'Women', 'original_price': '7,199', 'discounted_price': '7,999', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL4497-247', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Canvas Tan, Blue Dusk', 'color 2': 'Shale Mauve, Peatmoss', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women PURPLE Plateau Venture', 'category': 'Women', 'original_price': '7,199', 'discounted_price': '7,999', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL4497-553', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Canvas Tan, Blue Dusk', 'color 2': 'Shale Mauve, Peatmoss', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black HATANA MAX OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '39', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-012', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey HATANA MAX OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '29', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-089', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Black Hatana Max Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '29', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Brown Hatana Max Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '35', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-271', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}",
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women GREY Hatana Breathe', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL7444-020', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Light Cloud, Sea Wave', 'color 2': 'Steam, Peach', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women GREY Hatana Breathe', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL7444-086', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Light Cloud, Sea Wave', 'color 2': 'Steam, Peach', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black RE-PEAK MID', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL6940-005', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Light Sand', 'color 2': 'Shale Mauve, Dark Grey', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Purple RE-PEAK MID', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 2, 'review_count': '0', 'website': 'Columbia Sportswear', 'star_count': '0', 'size_count': 5, 'product_code': 'BL6940-553', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Kettle, Light Sand', 'color 2': 'Shale Mauve, Dark Grey', 'color 3': 'NaN', 'color 4': 'NaN', 'color 5': 'NaN'}",,,
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black HATANA MAX OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '39', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-012', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey HATANA MAX OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '29', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-089', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Black Hatana Max Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '29', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-010', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Brown Hatana Max Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '10,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '35', 'website': 'Columbia Sportswear', 'star_count': '4', 'size_count': 5, 'product_code': 'BL0659-271', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Dark Grey, Electric Turquoise', 'color 3': 'Black, White', 'color 4': 'Ancient Fossil, Wild Geranium', 'color 5': 'NaN'}",
,,,,,,,,,,,,,,,,,"{'shoe_name': 'Columbia Women Black PEAKFREAK II OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '32', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL5953-012', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Monument, Wild Fuchsia', 'color 3': 'Kettle, Black', 'color 4': 'Dark Sapphire, Key West', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Grey PEAKFREAK II OUTDRY (Complete Waterproof)', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL5953-036', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Monument, Wild Fuchsia', 'color 3': 'Kettle, Black', 'color 4': 'Dark Sapphire, Key West', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Black Peakfreak II Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '9,999', 'discounted_price': 'NaN', 'color_count': 4, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL5953-005', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Monument, Wild Fuchsia', 'color 3': 'Kettle, Black', 'color 4': 'Dark Sapphire, Key West', 'color 5': 'NaN'}","{'shoe_name': 'Columbia Women Blue Peakfreak II Outdry (Complete Waterproof)', 'category': 'Women', 'original_price': '8,999', 'discounted_price': '9,999', 'color_count': 4, 'review_count': '22', 'website': 'Columbia Sportswear', 'star_count': '5', 'size_count': 5, 'product_code': 'BL5953-471', 'comfort': 'NaN', 'durability': 'NaN', 'color 1': 'Black, White', 'color 2': 'Monument, Wild Fuchsia', 'color 3': 'Kettle, Black', 'color 4': 'Dark Sapphire, Key West', 'color 5': 'NaN'}",
